Census Year,Subject population,Age group of parent,Sex of parent,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Palmerston North,Palmerston North City,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Tararua,Tararua District,Count,555,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Tararua,Tararua District,Count,84,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Tararua,Tararua District,Count,468,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Tararua,Tararua District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Tararua,Tararua District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Tararua,Tararua District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Tararua,Tararua District,Count,45,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Tararua,Tararua District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Tararua,Tararua District,Count,45,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Tararua,Tararua District,Percentage,8.1081081081081,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Tararua,Tararua District,Percentage,3.5714285714286,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Tararua,Tararua District,Percentage,9.6153846153846,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Tararua,Tararua District,Count,144,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Tararua,Tararua District,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Tararua,Tararua District,Count,129,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Tararua,Tararua District,Percentage,25.9459459459459,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Tararua,Tararua District,Percentage,17.8571428571429,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Tararua,Tararua District,Percentage,27.5641025641026,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Tararua,Tararua District,Count,183,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Tararua,Tararua District,Count,24,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Tararua,Tararua District,Count,159,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Tararua,Tararua District,Percentage,32.972972972973,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Tararua,Tararua District,Percentage,28.5714285714286,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Tararua,Tararua District,Percentage,33.974358974359,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Tararua,Tararua District,Count,141,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Tararua,Tararua District,Count,33,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Tararua,Tararua District,Count,111,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Tararua,Tararua District,Percentage,25.4054054054054,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Tararua,Tararua District,Percentage,39.2857142857143,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Tararua,Tararua District,Percentage,23.7179487179487,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Tararua,Tararua District,Count,33,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Tararua,Tararua District,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Tararua,Tararua District,Count,24,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Tararua,Tararua District,Percentage,5.9459459459459,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Tararua,Tararua District,Percentage,10.7142857142857,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Tararua,Tararua District,Percentage,5.1282051282051,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Tararua,Tararua District,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Tararua,Tararua District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Tararua,Tararua District,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Tararua,Tararua District,Percentage,1.0810810810811,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Tararua,Tararua District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Tararua,Tararua District,Percentage,1.2820512820513,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Tararua,Tararua District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Tararua,Tararua District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Tararua,Tararua District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Tararua,Tararua District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Tararua,Tararua District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Tararua,Tararua District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Tararua,Tararua District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Tararua,Tararua District,Count,0,number,Number of families,
